file,reference,module1_score,module2_score,label
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0039.flac,and she said she didn't know and for pity's sake not to ask her any more questions she said i must have asked her a thousand already i suppose i had too but how you going to find out about things if you don't ask questions and what does make the roads red well now i dunno said matthew,97.78,97.03,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0039.flac_aug,and she said she didn't know and for pity's sake not to ask her any more questions she said i must have asked her a thousand already i suppose i had too but how you going to find out about things if you don't ask questions and what does make the roads red well now i dunno said matthew,62.07,3.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0040.flac,there'd be no scope for imagination then would there but am i talking too much people are always telling me i do would you rather i didn't talk if you say so i'll stop i can stop when i make up my mind to it although it's difficult matthew,98.82,86.61,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0040.flac_aug,there'd be no scope for imagination then would there but am i talking too much people are always telling me i do would you rather i didn't talk if you say so i'll stop i can stop when i make up my mind to it although it's difficult matthew,56.79,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0041.flac,was enjoying himself like most quiet folks he liked talkative people when they were willing to do the talking themselves and did not expect him to keep up his end of it but he had never expected to enjoy the society of a little girl women were bad enough in all conscience but little girls were worse,100.0,97.92,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0041.flac_aug,was enjoying himself like most quiet folks he liked talkative people when they were willing to do the talking themselves and did not expect him to keep up his end of it but he had never expected to enjoy the society of a little girl women were bad enough in all conscience but little girls were worse,10.34,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0042.flac,he detested the way they had of sidling past him timidly with sidewise glances as if they expected him to gobble them up at a mouthful if they ventured to say a word that was the avonlea type of well bred little girl but this freckled witch was very different,100.0,96.98,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0042.flac_aug,he detested the way they had of sidling past him timidly with sidewise glances as if they expected him to gobble them up at a mouthful if they ventured to say a word that was the avonlea type of well bred little girl but this freckled witch was very different,55.7,4.99,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0043.flac,and although he found it rather difficult for his slower intelligence to keep up with her brisk mental processes,100.0,96.24,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0043.flac_aug,and although he found it rather difficult for his slower intelligence to keep up with her brisk mental processes,50.0,8.66,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0000.flac,chapter ninety nine the law we have seen how quietly,100.0,90.18,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0000.flac_aug,chapter ninety nine the law we have seen how quietly,100.0,84.91,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0001.flac,the fact being that every one was too much occupied in his or her own affairs to think of theirs we will leave the banker contemplating the enormous magnitude of his debt before the phantom of bankruptcy and follow the baroness,100.0,95.44,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0001.flac_aug,the fact being that every one was too much occupied in his or her own affairs to think of theirs we will leave the banker contemplating the enormous magnitude of his debt before the phantom of bankruptcy and follow the baroness,88.24,1.55,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0002.flac,who after being momentarily crushed under the weight of the blow which had struck her had gone to seek her usual adviser lucien debray the baroness had looked forward to this marriage as a means of ridding her of a guardianship which over a girl of eugenie's character,92.96,91.47,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0002.flac_aug,who after being momentarily crushed under the weight of the blow which had struck her had gone to seek her usual adviser lucien debray the baroness had looked forward to this marriage as a means of ridding her of a guardianship which over a girl of eugenie's character,34.78,0.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0003.flac,for in the tacit relations which maintain the bond of family union the mother to maintain her ascendancy over her daughter must never fail to be a model of wisdom and a type of perfection now,100.0,96.92,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0003.flac_aug,for in the tacit relations which maintain the bond of family union the mother to maintain her ascendancy over her daughter must never fail to be a model of wisdom and a type of perfection now,96.43,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0004.flac,an expression which seemed to imply that she understood all her mother's amorous and pecuniary relationships with the intimate secretary moreover,97.56,96.95,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0004.flac_aug,an expression which seemed to imply that she understood all her mother's amorous and pecuniary relationships with the intimate secretary moreover,15.38,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0005.flac,not only because he was a source of dissension and scandal under the paternal roof but because she had at once classed him in that catalogue of bipeds whom plato endeavors to withdraw from the appellation of men,100.0,96.07,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0005.flac_aug,not only because he was a source of dissension and scandal under the paternal roof but because she had at once classed him in that catalogue of bipeds whom plato endeavors to withdraw from the appellation of men,49.23,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0006.flac,unfortunately in this world of ours each person views things through a certain medium and so is prevented from seeing in the same light as others and madame danglars therefore very much regretted that the marriage of eugenie had not taken place,100.0,97.33,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0006.flac_aug,unfortunately in this world of ours each person views things through a certain medium and so is prevented from seeing in the same light as others and madame danglars therefore very much regretted that the marriage of eugenie had not taken place,43.59,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0007.flac,not only because the match was good and likely to insure the happiness of her child but because it would also set her at liberty she ran therefore to debray who after having like the rest of paris witnessed the contract scene and the scandal attending it,100.0,94.41,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0007.flac_aug,not only because the match was good and likely to insure the happiness of her child but because it would also set her at liberty she ran therefore to debray who after having like the rest of paris witnessed the contract scene and the scandal attending it,89.19,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0008.flac,had retired in haste to his club where he was chatting with some friends upon the events which served as a subject of conversation for three fourths of that city known as the capital of the world at the precise time when madame danglars dressed in black and concealed in a long veil,100.0,96.32,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0008.flac_aug,had retired in haste to his club where he was chatting with some friends upon the events which served as a subject of conversation for three fourths of that city known as the capital of the world at the precise time when madame danglars dressed in black and concealed in a long veil,32.56,3.22,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0009.flac,was ascending the stairs leading to debray's apartments,100.0,95.23,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0009.flac_aug,was ascending the stairs leading to debray's apartments,75.0,87.83,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0010.flac,debray was occupied in repelling the insinuations of a friend who tried to persuade him,100.0,95.47,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0010.flac_aug,debray was occupied in repelling the insinuations of a friend who tried to persuade him,40.0,14.65,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0011.flac,still when he recollected the independent proud spirit of eugenie he positively rejected it as utterly impossible though the same thought again continually recurred and found a resting place in his heart tea play,100.0,81.92,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0011.flac_aug,still when he recollected the independent proud spirit of eugenie he positively rejected it as utterly impossible though the same thought again continually recurred and found a resting place in his heart tea play,90.32,4.74,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0012.flac,and the conversation which had become interesting during the discussion of such serious affairs,100.0,86.61,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0012.flac_aug,and the conversation which had become interesting during the discussion of such serious affairs,6.67,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0013.flac,awaited the return of debray in the little green room seated between two baskets of flowers which she had that morning sent and which it must be confessed,100.0,92.7,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0013.flac_aug,awaited the return of debray in the little green room seated between two baskets of flowers which she had that morning sent and which it must be confessed,24.0,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0014.flac,with so much care that his absence was half excused in the eyes of the poor woman at twenty minutes of twelve madame danglars tired of waiting returned home women of a certain grade are like prosperous grisettes in one respect they seldom return home after twelve o'clock,100.0,96.95,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0014.flac_aug,with so much care that his absence was half excused in the eyes of the poor woman at twenty minutes of twelve madame danglars tired of waiting returned home women of a certain grade are like prosperous grisettes in one respect they seldom return home after twelve o'clock,45.24,1.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0015.flac,the baroness returned to the hotel with as much caution as eugenie used in leaving it she ran lightly up stairs and with an aching heart entered her apartment contiguous as we know to that of eugenie she was fearful of exciting any remark,100.0,97.38,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0015.flac_aug,the baroness returned to the hotel with as much caution as eugenie used in leaving it she ran lightly up stairs and with an aching heart entered her apartment contiguous as we know to that of eugenie she was fearful of exciting any remark,40.54,4.42,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0016.flac,and believed firmly in her daughter's innocence and fidelity to the paternal roof she listened at eugenie's door and hearing no sound tried to enter but the bolts were in place madame danglars then concluded that the young girl had been overcome with the terrible excitement of the evening,100.0,93.51,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0016.flac_aug,and believed firmly in her daughter's innocence and fidelity to the paternal roof she listened at eugenie's door and hearing no sound tried to enter but the bolts were in place madame danglars then concluded that the young girl had been overcome with the terrible excitement of the evening,85.0,2.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0017.flac,and had gone to bed and to sleep she called the maid and questioned her mademoiselle eugenie said the maid,100.0,90.18,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0017.flac_aug,and had gone to bed and to sleep she called the maid and questioned her mademoiselle eugenie said the maid,55.17,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0018.flac,after which they desired me to leave saying that they needed me no longer,100.0,92.54,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0018.flac_aug,after which they desired me to leave saying that they needed me no longer,33.33,12.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0019.flac,madame danglars therefore went to bed without a shadow of suspicion and began to muse over the recent events in proportion as her memory became clearer the occurrences of the evening were revealed in their true light what she had taken for confusion was a tumult,100.0,96.47,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0019.flac_aug,madame danglars therefore went to bed without a shadow of suspicion and began to muse over the recent events in proportion as her memory became clearer the occurrences of the evening were revealed in their true light what she had taken for confusion was a tumult,86.08,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0020.flac,who had been afflicted with as severe a blow through her husband and son eugenie she said to herself is lost and so are we the affair as it will be reported will cover us with shame,100.0,96.24,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0020.flac_aug,who had been afflicted with as severe a blow through her husband and son eugenie she said to herself is lost and so are we the affair as it will be reported will cover us with shame,53.12,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0021.flac,for in a society such as ours satire inflicts a painful and incurable wound,100.0,96.21,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0021.flac_aug,for in a society such as ours satire inflicts a painful and incurable wound,74.07,33.35,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0022.flac,and her glance was turned towards heaven,100.0,86.7,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0022.flac_aug,and her glance was turned towards heaven,28.57,6.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0023.flac,and out of a fault nay even a vice sometimes produces a blessing and then her thoughts cleaving through space like a bird in the air rested on cavalcanti this andrea was a wretch a robber an assassin,100.0,96.74,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0023.flac_aug,and out of a fault nay even a vice sometimes produces a blessing and then her thoughts cleaving through space like a bird in the air rested on cavalcanti this andrea was a wretch a robber an assassin,74.19,2.43,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0024.flac,and yet his manners showed the effects of a sort of education if not a complete one,100.0,93.73,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0024.flac_aug,and yet his manners showed the effects of a sort of education if not a complete one,55.17,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0025.flac,supported by an honorable name how could she extricate herself from this labyrinth to whom would she apply to help her out of this painful situation debray to whom she had run with the first instinct of a woman towards the man she loves and who yet betrays her,100.0,94.37,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0025.flac_aug,supported by an honorable name how could she extricate herself from this labyrinth to whom would she apply to help her out of this painful situation debray to whom she had run with the first instinct of a woman towards the man she loves and who yet betrays her,16.67,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0026.flac,debray could but give her advice she must apply to some one more powerful than he,100.0,92.87,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0026.flac_aug,debray could but give her advice she must apply to some one more powerful than he,13.79,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0027.flac,but no on reflection the procureur was not a merciless man and it was not the magistrate slave to his duties but the friend the loyal friend who roughly but firmly cut into the very core of the corruption,100.0,96.89,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0027.flac_aug,but no on reflection the procureur was not a merciless man and it was not the magistrate slave to his duties but the friend the loyal friend who roughly but firmly cut into the very core of the corruption,76.67,22.12,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0028.flac,it was not the executioner but the surgeon who wished to withdraw the honor of danglars from ignominious association with the disgraced young man they had presented to the world as their son in law and since villefort the friend of danglars had acted in this way,100.0,97.04,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0028.flac_aug,it was not the executioner but the surgeon who wished to withdraw the honor of danglars from ignominious association with the disgraced young man they had presented to the world as their son in law and since villefort the friend of danglars had acted in this way,55.88,4.89,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0029.flac,no one could suppose that he had been previously acquainted with or had lent himself to any of andrea's intrigues,100.0,90.71,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0029.flac_aug,no one could suppose that he had been previously acquainted with or had lent himself to any of andrea's intrigues,81.08,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0030.flac,appeared to the baroness as if shaped for their mutual advantage but the inflexibility of the procureur should stop there she would see him the next day and if she could not make him fail in his duties as a magistrate she would at least,100.0,97.73,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0030.flac_aug,appeared to the baroness as if shaped for their mutual advantage but the inflexibility of the procureur should stop there she would see him the next day and if she could not make him fail in his duties as a magistrate she would at least,77.78,89.23,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0031.flac,obtain all the indulgence he could allow she would invoke the past recall old recollections she would supplicate him by the remembrance of guilty yet happy days,100.0,95.18,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0031.flac_aug,obtain all the indulgence he could allow she would invoke the past recall old recollections she would supplicate him by the remembrance of guilty yet happy days,21.28,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0032.flac,he had only to turn his eyes on one side and allow andrea to fly and follow up the crime under that shadow of guilt called contempt of court and after this reasoning she slept easily,100.0,95.28,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0032.flac_aug,he had only to turn his eyes on one side and allow andrea to fly and follow up the crime under that shadow of guilt called contempt of court and after this reasoning she slept easily,82.54,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0033.flac,at nine o'clock next morning she arose and without ringing for her maid or giving the least sign of her activity she dressed herself in the same simple style as on the previous night then running down stairs she left the hotel walked to the rue de provence,93.83,97.88,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0033.flac_aug,at nine o'clock next morning she arose and without ringing for her maid or giving the least sign of her activity she dressed herself in the same simple style as on the previous night then running down stairs she left the hotel walked to the rue de provence,25.64,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0034.flac,for the last month this wretched house had presented the gloomy appearance of a lazaretto infected with the plague some of the apartments were closed within and without the shutters were only opened to admit a minute's air showing the scared face of a footman,97.14,93.02,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0034.flac_aug,for the last month this wretched house had presented the gloomy appearance of a lazaretto infected with the plague some of the apartments were closed within and without the shutters were only opened to admit a minute's air showing the scared face of a footman,68.57,4.18,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0035.flac,and the neighbors would say to each other in a low voice,100.0,92.62,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0035.flac_aug,and the neighbors would say to each other in a low voice,21.05,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0036.flac,madame danglars involuntarily shuddered at the desolate aspect of the mansion,100.0,91.52,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0036.flac_aug,madame danglars involuntarily shuddered at the desolate aspect of the mansion,26.09,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0037.flac,three times did the bell ring with a dull heavy sound seeming to participate in the general sadness before the concierge appeared and peeped through the door which he opened just wide enough to allow his words to be heard,100.0,97.37,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0037.flac_aug,three times did the bell ring with a dull heavy sound seeming to participate in the general sadness before the concierge appeared and peeped through the door which he opened just wide enough to allow his words to be heard,88.24,6.06,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0038.flac,he saw a lady a fashionable elegantly dressed lady,100.0,90.03,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0038.flac_aug,he saw a lady a fashionable elegantly dressed lady,71.43,22.58,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0039.flac,first madame who are you who am i you know me well enough we no longer know any one madame,100.0,91.78,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0039.flac_aug,first madame who are you who am i you know me well enough we no longer know any one madame,17.65,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0040.flac,where do you come from oh this is too much madame these are my orders excuse me your name the baroness danglars you have seen me twenty times,100.0,96.54,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0040.flac_aug,where do you come from oh this is too much madame these are my orders excuse me your name the baroness danglars you have seen me twenty times,59.26,17.38,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0041.flac,possibly madame and now what do you want,100.0,91.45,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0041.flac_aug,possibly madame and now what do you want,80.0,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0042.flac,madame this is precaution not impertinence,100.0,89.81,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0042.flac_aug,madame this is precaution not impertinence,50.0,0.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0043.flac,or without speaking to the procureur well i have business with the procureur is it pressing business you can imagine so since i have not even brought my carriage out yet but enough of this here is my card,100.0,95.69,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0043.flac_aug,or without speaking to the procureur well i have business with the procureur is it pressing business you can imagine so since i have not even brought my carriage out yet but enough of this here is my card,90.62,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0044.flac,take it to your master madame will await my return yes go the concierge closed the door leaving madame danglars in the street she had not long to wait,100.0,91.62,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0044.flac_aug,take it to your master madame will await my return yes go the concierge closed the door leaving madame danglars in the street she had not long to wait,25.0,11.04,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0045.flac,directly afterwards the door was opened wide enough to admit her and when she had passed through it was again shut without losing sight of her for an instant the concierge took a whistle from his pocket as soon as they entered the court and blew it,100.0,97.09,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0045.flac_aug,directly afterwards the door was opened wide enough to admit her and when she had passed through it was again shut without losing sight of her for an instant the concierge took a whistle from his pocket as soon as they entered the court and blew it,48.65,26.58,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0046.flac,you will excuse this poor fellow madame,100.0,93.54,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0046.flac_aug,you will excuse this poor fellow madame,80.0,18.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0047.flac,in the court showing his merchandise was a tradesman who had been admitted with the same precautions the baroness ascended the steps she felt herself strongly infected with the sadness which seemed to magnify her own,100.0,97.3,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0047.flac_aug,in the court showing his merchandise was a tradesman who had been admitted with the same precautions the baroness ascended the steps she felt herself strongly infected with the sadness which seemed to magnify her own,30.0,34.36,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0048.flac,preoccupied as madame danglars had been with the object of her visit the treatment she had received from these underlings appeared to her so insulting that she began by complaining of it,100.0,89.47,1
